DATE,city,precipitation
2022-03-01,STL,0.0
2022-03-02,STL,0.0
2022-03-03,STL,0.0
2022-03-04,STL,0.0
2022-03-05,STL,0.04
2022-03-06,STL,1.65
2022-03-07,STL,0.01
2022-03-08,STL,0.0
2022-03-09,STL,0.0
2022-03-10,STL,0.0
2022-03-11,STL,0.08
2022-03-12,STL,0.0
2022-03-13,STL,0.0
2022-03-14,STL,0.0
2022-03-15,STL,0.0
2022-03-16,STL,0.0
2022-03-17,STL,0.0
2022-03-18,STL,0.19
2022-03-19,STL,0.06
2022-03-20,STL,0.0
2022-03-21,STL,0.37
2022-03-22,STL,0.24
2022-03-23,STL,0.07
2022-03-24,STL,0.22
2022-03-25,STL,0.0
2022-03-26,STL,0.0
2022-03-27,STL,0.0
2022-03-28,STL,0.0
2022-03-29,STL,0.0
2022-03-30,STL,1.84
2022-03-31,STL,0.02
2022-04-01,STL,0.0
2022-04-02,STL,0.0
2022-04-03,STL,0.0
2022-04-04,STL,0.03
2022-04-05,STL,0.46
2022-04-06,STL,0.19
2022-04-07,STL,0.01
2022-04-08,STL,0.07
2022-04-09,STL,0.0
2022-04-10,STL,0.0
2022-04-11,STL,0.16
2022-04-12,STL,0.0
2022-04-13,STL,0.78
2022-04-14,STL,0.0
2022-04-15,STL,0.0
2022-04-16,STL,0.0
2022-04-17,STL,0.33
2022-04-18,STL,0.0
2022-04-19,STL,0.0
2022-04-20,STL,0.24
2022-04-21,STL,0.01
2022-04-22,STL,0.0
2022-04-23,STL,0.0
2022-04-24,STL,0.89
2022-04-25,STL,0.04
2022-04-26,STL,0.0
2022-04-27,STL,0.0
2022-04-28,STL,0.04
2022-04-29,STL,0.06
2022-04-30,STL,0.09
2022-05-01,STL,0.0
2022-05-02,STL,0.37
2022-05-03,STL,0.15
2022-05-04,STL,0.3
2022-05-05,STL,1.5
2022-05-06,STL,0.26
2022-05-07,STL,0.0
2022-05-08,STL,0.0
2022-05-09,STL,0.0
2022-05-10,STL,0.0
2022-05-11,STL,0.0
2022-05-12,STL,0.0
2022-05-13,STL,0.0
2022-05-14,STL,0.0
2022-05-15,STL,0.0
2022-05-16,STL,0.0
2022-05-17,STL,0.24
2022-05-18,STL,0.46
2022-05-19,STL,0.2
2022-05-20,STL,0.0
2022-05-21,STL,1.59
2022-05-22,STL,0.0
2022-05-23,STL,0.0
2022-05-24,STL,0.0
2022-05-25,STL,1.01
2022-05-26,STL,0.14
2022-05-27,STL,0.01
2022-05-28,STL,0.0
2022-05-29,STL,0.0
2022-05-30,STL,0.0
2022-05-31,STL,0.0
2022-06-01,STL,0.45
2022-06-02,STL,0.0
2022-06-03,STL,0.0
2022-06-04,STL,0.0
2022-06-05,STL,0.0
2022-06-06,STL,0.0
2022-06-07,STL,0.0
2022-06-08,STL,0.42
2022-06-09,STL,0.0
2022-06-10,STL,0.1
2022-06-11,STL,0.0
2022-06-12,STL,0.0
2022-06-13,STL,0.0
2022-06-14,STL,0.0
2022-06-15,STL,0.0
2022-06-16,STL,0.0
2022-06-17,STL,0.34
2022-06-18,STL,0.0
2022-06-19,STL,0.0
2022-06-20,STL,0.0
2022-06-21,STL,0.0
2022-06-22,STL,0.0
2022-06-23,STL,0.0
2022-06-24,STL,0.0
2022-06-25,STL,0.0
2022-06-26,STL,0.48
2022-06-27,STL,0.0
2022-06-28,STL,0.0
2022-06-29,STL,0.0
2022-06-30,STL,0.0
2022-07-01,STL,0.0
2022-07-02,STL,0.3
2022-07-03,STL,0.0
2022-07-04,STL,0.0
2022-07-05,STL,0.0
2022-07-06,STL,0.09
2022-07-07,STL,0.01
2022-07-08,STL,0.22
2022-07-09,STL,0.56
2022-07-10,STL,0.0
2022-07-11,STL,0.0
2022-07-12,STL,0.06
2022-07-13,STL,0.0
2022-07-14,STL,0.0
2022-07-15,STL,0.0
2022-07-16,STL,0.0
2022-07-17,STL,0.74
2022-07-18,STL,0.0
2022-07-19,STL,0.0
2022-07-20,STL,0.0
2022-07-21,STL,0.0
2022-07-22,STL,0.0
2022-07-23,STL,0.0
2022-07-24,STL,0.0
2022-07-25,STL,0.43
2022-07-26,STL,8.64
2022-07-27,STL,0.9
2022-07-28,STL,0.27
2022-07-29,STL,0.0
2022-07-30,STL,0.0
2022-07-31,STL,0.0
2022-08-01,STL,0.0
2022-08-02,STL,0.0
2022-08-03,STL,4.32
2022-08-04,STL,0.44
2022-08-05,STL,0.0
2022-08-06,STL,0.0
2022-08-07,STL,0.0
2022-08-08,STL,0.0
2022-08-09,STL,0.09
2022-08-10,STL,0.0
2022-08-11,STL,0.0
2022-08-12,STL,0.0
2022-08-13,STL,0.0
2022-08-14,STL,0.0
2022-08-15,STL,0.0
2022-08-16,STL,0.41
2022-08-17,STL,0.0
2022-08-18,STL,0.0
2022-08-19,STL,0.0
2022-08-20,STL,0.0
2022-08-21,STL,0.0
2022-08-22,STL,0.0
2022-08-23,STL,0.0
2022-08-24,STL,0.0
2022-08-25,STL,0.2
2022-08-26,STL,0.0
2022-08-27,STL,0.0
2022-08-28,STL,0.32
2022-08-29,STL,0.0
2022-08-30,STL,0.0
2022-08-31,STL,0.0
2022-09-01,STL,0.0
2022-09-02,STL,0.03
2022-09-03,STL,0.19
2022-09-04,STL,0.51
2022-09-05,STL,0.14
2022-09-06,STL,0.0
2022-09-07,STL,0.0
2022-09-08,STL,0.0
2022-09-09,STL,0.0
2022-09-10,STL,0.33
2022-09-11,STL,0.33
2022-09-12,STL,0.0
2022-09-13,STL,0.0
2022-09-14,STL,0.0
2022-09-15,STL,0.0
2022-09-16,STL,0.0
2022-09-17,STL,0.0
2022-09-18,STL,0.08
2022-09-19,STL,0.0
2022-09-20,STL,0.0
2022-09-21,STL,0.06
2022-09-22,STL,0.0
2022-09-23,STL,0.06
2022-09-24,STL,0.0
2022-09-25,STL,0.0
2022-09-26,STL,0.0
2022-09-27,STL,0.0
2022-09-28,STL,0.0
2022-09-29,STL,0.0
2022-09-30,STL,0.0
2022-10-01,STL,0.0
2022-10-02,STL,0.0
2022-10-03,STL,0.0
2022-10-04,STL,0.0
2022-10-05,STL,0.0
2022-10-06,STL,0.0
2022-10-07,STL,0.0
2022-10-08,STL,0.0
2022-10-09,STL,0.0
2022-10-10,STL,0.0
2022-10-11,STL,0.19
2022-10-12,STL,0.11
2022-10-13,STL,0.0
2022-10-14,STL,0.0
2022-10-15,STL,0.0
2022-10-16,STL,0.0
2022-10-17,STL,0.0
2022-10-18,STL,0.0
2022-10-19,STL,0.0
2022-10-20,STL,0.0
2022-10-21,STL,0.0
2022-10-22,STL,0.0
2022-10-23,STL,0.0
2022-10-24,STL,0.12
2022-10-25,STL,2.31
2022-10-26,STL,0.0
2022-10-27,STL,0.0
2022-10-28,STL,0.0
2022-10-29,STL,0.02
2022-10-30,STL,0.92
2022-10-31,STL,0.01
2022-11-01,STL,0.0
2022-11-02,STL,0.0
2022-11-03,STL,0.0
2022-11-04,STL,0.81
2022-11-05,STL,0.27
2022-11-06,STL,0.0
2022-11-07,STL,0.0
2022-11-08,STL,0.0
2022-11-09,STL,0.0
2022-11-10,STL,0.0
2022-11-11,STL,0.0
2022-11-12,STL,0.0
2022-11-13,STL,0.0
2022-11-14,STL,0.02
2022-11-15,STL,0.18
2022-11-16,STL,0.0
2022-11-17,STL,0.0
2022-11-18,STL,0.0
2022-11-19,STL,0.0
2022-11-20,STL,0.0
2022-11-21,STL,0.0
2022-11-22,STL,0.0
2022-11-23,STL,0.0
2022-11-24,STL,0.36
2022-11-25,STL,0.0
2022-11-26,STL,0.45
2022-11-27,STL,0.36
2022-11-28,STL,0.0
2022-11-29,STL,0.0
2022-11-30,STL,0.0
2022-12-01,STL,0.0
2022-12-02,STL,0.0
2022-12-03,STL,0.0
2022-12-04,STL,0.0
2022-12-05,STL,0.0
2022-12-06,STL,0.03
2022-12-07,STL,0.0
2022-12-08,STL,0.16
2022-12-09,STL,0.06
2022-12-10,STL,0.0
2022-12-11,STL,0.0
2022-12-12,STL,0.0
2022-12-13,STL,0.77
2022-12-14,STL,0.44
2022-12-15,STL,0.0
2022-12-16,STL,0.0
2022-12-17,STL,0.0
2022-12-18,STL,0.0
2022-12-19,STL,0.0
2022-12-20,STL,0.0
2022-12-21,STL,0.0
2022-12-22,STL,0.14
2022-12-23,STL,0.0
2022-12-24,STL,0.0
2022-12-25,STL,0.04
2022-12-26,STL,0.01
2022-12-27,STL,0.0
2022-12-28,STL,0.0
2022-12-29,STL,0.0
2022-12-30,STL,0.31
2022-12-31,STL,0.0
3/1/19,STL,
3/1/20,STL,
3/1/21,STL,
3/1/22,STL,
3/10/19,STL,
3/10/20,STL,
3/10/21,STL,
3/10/22,STL,
3/11/19,STL,
3/11/20,STL,
3/11/21,STL,
3/11/22,STL,
3/12/18,STL,
3/12/19,STL,
3/12/20,STL,
3/12/21,STL,
3/12/22,STL,
3/13/18,STL,
3/13/19,STL,
3/13/20,STL,
3/13/21,STL,
3/13/22,STL,
3/14/18,STL,
3/14/19,STL,
3/14/20,STL,
3/14/21,STL,
3/14/22,STL,
3/15/18,STL,
3/15/19,STL,
3/15/20,STL,
3/15/21,STL,
3/15/22,STL,
3/16/18,STL,
3/16/19,STL,
3/16/20,STL,
3/16/21,STL,
3/16/22,STL,
3/17/18,STL,
3/17/19,STL,
3/17/20,STL,
3/17/21,STL,
3/17/22,STL,
3/18/18,STL,
3/18/19,STL,
3/18/20,STL,
3/18/21,STL,
3/19/18,STL,
3/19/19,STL,
3/19/20,STL,
3/19/21,STL,
3/2/19,STL,
3/2/20,STL,
3/2/21,STL,
3/2/22,STL,
3/20/18,STL,
3/20/19,STL,
3/20/20,STL,
3/21/18,STL,
3/21/19,STL,
3/21/20,STL,
3/21/21,STL,
3/22/18,STL,
3/22/19,STL,
3/22/20,STL,
3/22/21,STL,
3/23/18,STL,
3/23/19,STL,
3/23/20,STL,
3/23/21,STL,
3/24/18,STL,
3/24/19,STL,
3/24/20,STL,
3/25/18,STL,
3/25/19,STL,
3/25/20,STL,
3/26/18,STL,
3/26/19,STL,
3/26/20,STL,
3/26/21,STL,
3/27/18,STL,
3/27/19,STL,
3/27/20,STL,
3/27/22,STL,
3/28/18,STL,
3/28/19,STL,
3/28/20,STL,
3/28/21,STL,
3/28/22,STL,
3/29/18,STL,
3/29/19,STL,
3/29/20,STL,
3/29/21,STL,
3/29/22,STL,
3/3/19,STL,
3/3/20,STL,
3/3/22,STL,
3/30/18,STL,
3/30/19,STL,
3/30/20,STL,
3/30/21,STL,
3/30/22,STL,
3/31/18,STL,
3/31/19,STL,
3/31/20,STL,
3/31/22,STL,
3/4/19,STL,
3/4/20,STL,
3/4/21,STL,
3/4/22,STL,
3/5/19,STL,
3/5/20,STL,
3/5/21,STL,
3/5/22,STL,
3/6/19,STL,
3/6/20,STL,
3/6/22,STL,
3/7/19,STL,
3/7/20,STL,
3/7/22,STL,
3/8/19,STL,
3/8/20,STL,
3/8/21,STL,
3/8/22,STL,
3/9/19,STL,
3/9/20,STL,
3/9/21,STL,
3/9/22,STL,
4/1/18,STL,
4/1/19,STL,
4/1/20,STL,
4/1/22,STL,
4/10/18,STL,
4/10/19,STL,
4/10/20,STL,
4/10/21,STL,
4/10/22,STL,
4/11/18,STL,
4/11/19,STL,
4/11/20,STL,
4/11/21,STL,
4/11/22,STL,
4/12/18,STL,
4/12/19,STL,
4/12/20,STL,
4/12/21,STL,
4/12/22,STL,
4/13/18,STL,
4/13/19,STL,
4/13/20,STL,
4/13/21,STL,
4/13/22,STL,
4/14/18,STL,
4/14/19,STL,
4/14/20,STL,
4/14/21,STL,
4/14/22,STL,
4/15/18,STL,
4/15/19,STL,
4/15/20,STL,
4/15/21,STL,
4/15/22,STL,
4/16/18,STL,
4/16/19,STL,
4/16/20,STL,
4/16/21,STL,
4/16/22,STL,
4/17/18,STL,
4/17/19,STL,
4/17/20,STL,
4/17/21,STL,
4/17/22,STL,
4/18/18,STL,
4/18/19,STL,
4/18/20,STL,
4/18/21,STL,
4/18/22,STL,
4/19/18,STL,
4/19/19,STL,
4/19/20,STL,
4/19/21,STL,
4/19/22,STL,
4/2/18,STL,
4/2/19,STL,
4/2/20,STL,
4/2/22,STL,
4/20/18,STL,
4/20/19,STL,
4/20/20,STL,
4/20/21,STL,
4/20/22,STL,
4/21/18,STL,
4/21/19,STL,
4/21/20,STL,
4/21/21,STL,
4/21/22,STL,
4/22/18,STL,
4/22/19,STL,
4/22/20,STL,
4/22/21,STL,
4/22/22,STL,
4/23/18,STL,
4/23/19,STL,
4/23/20,STL,
4/23/21,STL,
4/23/22,STL,
4/24/18,STL,
4/24/19,STL,
4/24/20,STL,
4/24/21,STL,
4/24/22,STL,
4/25/18,STL,
4/25/19,STL,
4/25/20,STL,
4/25/21,STL,
4/25/22,STL,
4/26/18,STL,
4/26/19,STL,
4/26/20,STL,
4/26/21,STL,
4/26/22,STL,
4/27/18,STL,
4/27/19,STL,
4/27/20,STL,
4/27/21,STL,
4/27/22,STL,
4/28/18,STL,
4/28/19,STL,
4/28/20,STL,
4/28/21,STL,
4/28/22,STL,
4/29/18,STL,
4/29/19,STL,
4/29/20,STL,
4/29/21,STL,
4/29/22,STL,
4/3/18,STL,
4/3/19,STL,
4/3/20,STL,
4/3/22,STL,
4/30/18,STL,
4/30/19,STL,
4/30/20,STL,
4/30/21,STL,
4/30/22,STL,
4/4/18,STL,
4/4/19,STL,
4/4/20,STL,
4/4/22,STL,
4/5/18,STL,
4/5/19,STL,
4/5/20,STL,
4/5/21,STL,
4/5/22,STL,
4/6/18,STL,
4/6/20,STL,
4/6/21,STL,
4/6/22,STL,
4/7/18,STL,
4/7/20,STL,
4/7/21,STL,
4/7/22,STL,
4/8/18,STL,
4/8/19,STL,
4/8/20,STL,
4/8/21,STL,
4/8/22,STL,
4/9/18,STL,
4/9/19,STL,
4/9/20,STL,
4/9/21,STL,
4/9/22,STL,
5/1/18,STL,
5/1/19,STL,
5/1/20,STL,
5/1/21,STL,
5/1/22,STL,
5/10/18,STL,
5/10/19,STL,
5/10/20,STL,
5/10/21,STL,
5/10/22,STL,
5/11/18,STL,
5/11/19,STL,
5/11/20,STL,
5/11/21,STL,
5/11/22,STL,
5/12/18,STL,
5/12/19,STL,
5/12/20,STL,
5/12/21,STL,
5/12/22,STL,
5/13/18,STL,
5/13/19,STL,
5/13/20,STL,
5/13/21,STL,
5/13/22,STL,
5/14/18,STL,
5/14/19,STL,
5/14/20,STL,
5/14/21,STL,
5/14/22,STL,
5/15/18,STL,
5/15/19,STL,
5/15/20,STL,
5/15/21,STL,
5/15/22,STL,
5/16/18,STL,
5/16/19,STL,
5/16/20,STL,
5/16/21,STL,
5/16/22,STL,
5/17/18,STL,
5/17/19,STL,
5/17/20,STL,
5/17/21,STL,
5/17/22,STL,
5/18/18,STL,
5/18/19,STL,
5/18/20,STL,
5/18/21,STL,
5/18/22,STL,
5/19/18,STL,
5/19/19,STL,
5/19/20,STL,
5/19/21,STL,
5/19/22,STL,
5/2/18,STL,
5/2/19,STL,
5/2/20,STL,
5/2/21,STL,
5/2/22,STL,
5/20/18,STL,
5/20/19,STL,
5/20/20,STL,
5/20/21,STL,
5/20/22,STL,
5/21/18,STL,
5/21/19,STL,
5/21/20,STL,
5/21/21,STL,
5/21/22,STL,
5/22/18,STL,
5/22/19,STL,
5/22/20,STL,
5/22/21,STL,
5/22/22,STL,
5/23/18,STL,
5/23/19,STL,
5/23/20,STL,
5/23/21,STL,
5/23/22,STL,
5/24/18,STL,
5/24/19,STL,
5/24/20,STL,
5/24/21,STL,
5/24/22,STL,
5/25/18,STL,
5/25/19,STL,
5/25/20,STL,
5/25/21,STL,
5/25/22,STL,
5/26/18,STL,
5/26/19,STL,
5/26/20,STL,
5/26/21,STL,
5/26/22,STL,
5/27/18,STL,
5/27/19,STL,
5/27/20,STL,
5/27/21,STL,
5/27/22,STL,
5/28/18,STL,
5/28/19,STL,
5/28/20,STL,
5/28/21,STL,
5/28/22,STL,
5/29/18,STL,
5/29/19,STL,
5/29/20,STL,
5/29/21,STL,
5/29/22,STL,
5/3/18,STL,
5/3/19,STL,
5/3/20,STL,
5/3/21,STL,
5/3/22,STL,
5/30/18,STL,
5/30/19,STL,
5/30/20,STL,
5/30/21,STL,
5/30/22,STL,
5/31/18,STL,
5/31/19,STL,
5/31/20,STL,
5/31/21,STL,
5/31/22,STL,
5/4/18,STL,
5/4/19,STL,
5/4/20,STL,
5/4/21,STL,
5/4/22,STL,
5/5/18,STL,
5/5/19,STL,
5/5/20,STL,
5/5/21,STL,
5/5/22,STL,
5/6/18,STL,
5/6/19,STL,
5/6/20,STL,
5/6/21,STL,
5/6/22,STL,
5/7/18,STL,
5/7/19,STL,
5/7/20,STL,
5/7/21,STL,
5/7/22,STL,
5/8/18,STL,
5/8/19,STL,
5/8/20,STL,
5/8/21,STL,
5/8/22,STL,
5/9/18,STL,
5/9/19,STL,
5/9/20,STL,
5/9/21,STL,
5/9/22,STL,
6/1/18,STL,
6/1/19,STL,
6/1/20,STL,
6/1/21,STL,
6/1/22,STL,
6/10/18,STL,
6/10/19,STL,
6/10/20,STL,
6/10/21,STL,
6/10/22,STL,
6/11/18,STL,
6/11/19,STL,
6/11/20,STL,
6/11/21,STL,
6/11/22,STL,
6/12/18,STL,
6/12/19,STL,
6/12/20,STL,
6/12/21,STL,
6/12/22,STL,
6/13/18,STL,
6/13/19,STL,
6/13/20,STL,
6/13/21,STL,
6/13/22,STL,
6/14/18,STL,
6/14/19,STL,
6/14/20,STL,
6/14/21,STL,
6/14/22,STL,
6/15/18,STL,
6/15/19,STL,
6/15/20,STL,
6/15/21,STL,
6/15/22,STL,
6/16/18,STL,
6/16/19,STL,
6/16/20,STL,
6/16/21,STL,
6/16/22,STL,
6/17/18,STL,
6/17/19,STL,
6/17/20,STL,
6/17/21,STL,
6/17/22,STL,
6/18/18,STL,
6/18/19,STL,
6/18/20,STL,
6/18/21,STL,
6/18/22,STL,
6/19/18,STL,
6/19/19,STL,
6/19/20,STL,
6/19/21,STL,
6/19/22,STL,
6/2/18,STL,
6/2/19,STL,
6/2/20,STL,
6/2/21,STL,
6/2/22,STL,
6/20/18,STL,
6/20/19,STL,
6/20/20,STL,
6/20/21,STL,
6/20/22,STL,
6/21/18,STL,
6/21/20,STL,
6/21/21,STL,
6/21/22,STL,
6/22/18,STL,
6/22/19,STL,
6/22/20,STL,
6/22/21,STL,
6/22/22,STL,
6/23/18,STL,
6/23/19,STL,
6/23/20,STL,
6/23/21,STL,
6/23/22,STL,
6/24/18,STL,
6/24/19,STL,
6/24/20,STL,
6/24/21,STL,
6/24/22,STL,
6/25/18,STL,
6/25/19,STL,
6/25/20,STL,
6/25/21,STL,
6/25/22,STL,
6/26/18,STL,
6/26/19,STL,
6/26/20,STL,
6/26/21,STL,
6/26/22,STL,
6/27/18,STL,
6/27/20,STL,
6/27/21,STL,
6/27/22,STL,
6/28/18,STL,
6/28/20,STL,
6/28/21,STL,
6/28/22,STL,
6/29/18,STL,
6/29/20,STL,
6/29/21,STL,
6/29/22,STL,
6/3/18,STL,
6/3/19,STL,
6/3/20,STL,
6/3/21,STL,
6/3/22,STL,
6/30/18,STL,
6/30/20,STL,
6/30/21,STL,
6/30/22,STL,
6/4/18,STL,
6/4/19,STL,
6/4/20,STL,
6/4/21,STL,
6/4/22,STL,
6/5/18,STL,
6/5/19,STL,
6/5/20,STL,
6/5/21,STL,
6/5/22,STL,
6/6/18,STL,
6/6/19,STL,
6/6/20,STL,
6/6/21,STL,
6/6/22,STL,
6/7/18,STL,
6/7/19,STL,
6/7/20,STL,
6/7/21,STL,
6/7/22,STL,
6/8/18,STL,
6/8/19,STL,
6/8/20,STL,
6/8/21,STL,
6/8/22,STL,
6/9/18,STL,
6/9/19,STL,
6/9/20,STL,
6/9/21,STL,
6/9/22,STL,
7/1/18,STL,
7/1/20,STL,
7/1/21,STL,
7/1/22,STL,
7/10/18,STL,
7/10/19,STL,
7/10/20,STL,
7/10/21,STL,
7/10/22,STL,
7/11/18,STL,
7/11/19,STL,
7/11/20,STL,
7/11/21,STL,
7/11/22,STL,
7/12/18,STL,
7/12/19,STL,
7/12/20,STL,
7/12/21,STL,
7/12/22,STL,
7/13/18,STL,
7/13/19,STL,
7/13/20,STL,
7/13/21,STL,
7/13/22,STL,
7/14/18,STL,
7/14/19,STL,
7/14/20,STL,
7/14/21,STL,
7/14/22,STL,
7/15/18,STL,
7/15/19,STL,
7/15/20,STL,
7/15/21,STL,
7/15/22,STL,
7/16/18,STL,
7/16/19,STL,
7/16/20,STL,
7/16/21,STL,
7/16/22,STL,
7/17/18,STL,
7/17/19,STL,
7/17/20,STL,
7/17/21,STL,
7/17/22,STL,
7/18/18,STL,
7/18/19,STL,
7/18/20,STL,
7/18/21,STL,
7/18/22,STL,
7/19/18,STL,
7/19/19,STL,
7/19/20,STL,
7/19/21,STL,
7/19/22,STL,
7/2/18,STL,
7/2/20,STL,
7/2/21,STL,
7/2/22,STL,
7/20/18,STL,
7/20/19,STL,
7/20/20,STL,
7/20/21,STL,
7/20/22,STL,
7/21/18,STL,
7/21/19,STL,
7/21/20,STL,
7/21/21,STL,
7/21/22,STL,
7/22/18,STL,
7/22/19,STL,
7/22/20,STL,
7/22/21,STL,
7/22/22,STL,
7/23/18,STL,
7/23/19,STL,
7/23/20,STL,
7/23/21,STL,
7/23/22,STL,
7/24/18,STL,
7/24/19,STL,
7/24/20,STL,
7/24/21,STL,
7/24/22,STL,
7/25/18,STL,
7/25/19,STL,
7/25/20,STL,
7/25/21,STL,
7/25/22,STL,
7/26/18,STL,
7/26/19,STL,
7/26/20,STL,
7/26/21,STL,
7/26/22,STL,
7/27/18,STL,
7/27/19,STL,
7/27/20,STL,
7/27/21,STL,
7/27/22,STL,
7/28/18,STL,
7/28/19,STL,
7/28/20,STL,
7/28/21,STL,
7/28/22,STL,
7/29/18,STL,
7/29/19,STL,
7/29/20,STL,
7/29/21,STL,
7/29/22,STL,
7/3/18,STL,
7/3/20,STL,
7/3/21,STL,
7/3/22,STL,
7/30/18,STL,
7/30/19,STL,
7/30/20,STL,
7/30/21,STL,
7/30/22,STL,
7/31/18,STL,
7/31/19,STL,
7/31/20,STL,
7/31/22,STL,
7/4/18,STL,
7/4/20,STL,
7/4/21,STL,
7/4/22,STL,
7/5/18,STL,
7/5/20,STL,
7/5/21,STL,
7/5/22,STL,
7/6/18,STL,
7/6/19,STL,
7/6/20,STL,
7/6/21,STL,
7/6/22,STL,
7/7/18,STL,
7/7/19,STL,
7/7/20,STL,
7/7/21,STL,
7/7/22,STL,
7/8/18,STL,
7/8/19,STL,
7/8/20,STL,
7/8/21,STL,
7/8/22,STL,
7/9/18,STL,
7/9/19,STL,
7/9/20,STL,
7/9/21,STL,
7/9/22,STL,
8/1/18,STL,
8/1/19,STL,
8/1/20,STL,
8/1/22,STL,
8/10/18,STL,
8/10/19,STL,
8/10/20,STL,
8/10/21,STL,
8/10/22,STL,
8/11/18,STL,
8/11/19,STL,
8/11/20,STL,
8/11/21,STL,
8/11/22,STL,
8/12/18,STL,
8/12/19,STL,
8/12/20,STL,
8/12/21,STL,
8/12/22,STL,
8/13/18,STL,
8/13/19,STL,
8/13/20,STL,
8/13/21,STL,
8/13/22,STL,
8/14/18,STL,
8/14/19,STL,
8/14/20,STL,
8/14/22,STL,
8/15/18,STL,
8/15/20,STL,
8/15/22,STL,
8/16/18,STL,
8/16/20,STL,
8/16/22,STL,
8/17/18,STL,
8/17/20,STL,
8/17/22,STL,
8/18/18,STL,
8/18/20,STL,
8/18/22,STL,
8/19/18,STL,
8/19/20,STL,
8/19/22,STL,
8/2/18,STL,
8/2/19,STL,
8/2/20,STL,
8/2/21,STL,
8/2/22,STL,
8/20/18,STL,
8/20/20,STL,
8/20/22,STL,
8/21/18,STL,
8/21/19,STL,
8/21/20,STL,
8/21/22,STL,
8/22/18,STL,
8/22/19,STL,
8/22/20,STL,
8/22/22,STL,
8/23/18,STL,
8/23/19,STL,
8/23/20,STL,
8/23/22,STL,
8/24/18,STL,
8/24/19,STL,
8/24/20,STL,
8/24/22,STL,
8/25/18,STL,
8/25/19,STL,
8/25/20,STL,
8/25/22,STL,
8/26/18,STL,
8/26/19,STL,
8/26/20,STL,
8/26/22,STL,
8/27/18,STL,
8/27/19,STL,
8/27/20,STL,
8/27/22,STL,
8/28/18,STL,
8/28/19,STL,
8/28/20,STL,
8/28/22,STL,
8/29/18,STL,
8/29/19,STL,
8/29/20,STL,
8/29/22,STL,
8/3/18,STL,
8/3/19,STL,
8/3/20,STL,
8/3/21,STL,
8/3/22,STL,
8/30/18,STL,
8/30/19,STL,
8/30/20,STL,
8/30/21,STL,
8/30/22,STL,
8/31/18,STL,
8/31/19,STL,
8/31/20,STL,
8/31/21,STL,
8/31/22,STL,
8/4/18,STL,
8/4/19,STL,
8/4/20,STL,
8/4/21,STL,
8/4/22,STL,
8/5/18,STL,
8/5/19,STL,
8/5/20,STL,
8/5/21,STL,
8/5/22,STL,
8/6/18,STL,
8/6/19,STL,
8/6/20,STL,
8/6/21,STL,
8/6/22,STL,
8/7/18,STL,
8/7/19,STL,
8/7/20,STL,
8/7/21,STL,
8/7/22,STL,
8/8/18,STL,
8/8/19,STL,
8/8/20,STL,
8/8/21,STL,
8/8/22,STL,
8/9/18,STL,
8/9/19,STL,
8/9/20,STL,
8/9/21,STL,
8/9/22,STL,
9/1/18,STL,
9/1/19,STL,
9/1/20,STL,
9/1/21,STL,
9/1/22,STL,
9/10/18,STL,
9/10/19,STL,
9/10/20,STL,
9/10/21,STL,
9/10/22,STL,
9/11/18,STL,
9/11/19,STL,
9/11/20,STL,
9/11/21,STL,
9/11/22,STL,
9/12/18,STL,
9/12/19,STL,
9/12/20,STL,
9/12/21,STL,
9/12/22,STL,
9/13/18,STL,
9/13/19,STL,
9/13/20,STL,
9/13/21,STL,
9/13/22,STL,
9/14/18,STL,
9/14/19,STL,
9/14/20,STL,
9/14/21,STL,
9/14/22,STL,
9/15/18,STL,
9/15/19,STL,
9/15/20,STL,
9/15/21,STL,
9/15/22,STL,
9/16/18,STL,
9/16/19,STL,
9/16/20,STL,
9/16/21,STL,
9/16/22,STL,
9/17/18,STL,
9/17/19,STL,
9/17/20,STL,
9/17/21,STL,
9/17/22,STL,
9/18/18,STL,
9/18/19,STL,
9/18/20,STL,
9/18/21,STL,
9/18/22,STL,
9/19/18,STL,
9/19/19,STL,
9/19/21,STL,
9/19/22,STL,
9/2/18,STL,
9/2/19,STL,
9/2/20,STL,
9/2/21,STL,
9/2/22,STL,
9/20/18,STL,
9/20/19,STL,
9/20/21,STL,
9/20/22,STL,
9/21/18,STL,
9/21/19,STL,
9/21/21,STL,
9/21/22,STL,
9/22/19,STL,
9/22/21,STL,
9/22/22,STL,
9/23/18,STL,
9/23/19,STL,
9/23/21,STL,
9/23/22,STL,
9/24/18,STL,
9/24/19,STL,
9/24/21,STL,
9/24/22,STL,
9/25/18,STL,
9/25/19,STL,
9/25/21,STL,
9/25/22,STL,
9/26/18,STL,
9/26/19,STL,
9/26/21,STL,
9/26/22,STL,
9/27/18,STL,
9/27/19,STL,
9/27/21,STL,
9/27/22,STL,
9/28/18,STL,
9/28/19,STL,
9/28/20,STL,
9/28/21,STL,
9/28/22,STL,
9/29/18,STL,
9/29/19,STL,
9/29/20,STL,
9/29/21,STL,
9/29/22,STL,
9/3/18,STL,
9/3/19,STL,
9/3/20,STL,
9/3/21,STL,
9/3/22,STL,
9/30/18,STL,
9/30/19,STL,
9/30/20,STL,
9/30/21,STL,
9/30/22,STL,
9/4/18,STL,
9/4/19,STL,
9/4/20,STL,
9/4/21,STL,
9/4/22,STL,
9/5/18,STL,
9/5/19,STL,
9/5/20,STL,
